Shyr,Name,Emotion 1,Emotion 2
لہو  روئیں  گی  مغرب  کی  فضائیں  بڑی  تیزی  سے  سورج  ڈھل  رہا  ہے ,حبیب جالب,,
زمانہ  تھک  گیا  جالبؔ  ہی  تنہا  وفا  کے  راستے  پر  چل  رہا  ہے ,حبیب جالب,,
گلشن  کی  فضا  دھواں  دھواں  ہے  کہتے  ہیں  بہار  کا  سماں  ہے ,حبیب جالب,,
بکھری  ہوئی  پتیاں  ہیں  گل  کی  ٹوٹی  ہوئی  شاخ  آشیاں  ہے ,حبیب جالب,,
جس  دل  سے  ابھر  رہے  تھے  نغمے  پہلو  میں  وہ  آج  نوحہ  خواں  ہے ,حبیب جالب,,
ہم  ہی  نہیں  پائمال  تنہا  اے  دوست  تباہ  اک  جہاں  ہے ,حبیب جالب,,
جالبؔ  وہ  کہاں  ہے  عشق  تیرا  پیارے  وہ  غزل  تری  کہاں  ہے ,حبیب جالب,,
غزلیں  تو  کہی  ہیں  کچھ  ہم  نے  ان  سے  نہ  کہا  احوال  تو  کیا  کل  مثل  ستارہ  ابھریں  گے  ہیں  آج  اگر  پامال  تو  کیا ,حبیب جالب,,
جینے  کی  دعا  دینے  والے  یہ  راز  تجھے  معلوم  نہیں  تخلیق  کا  اک  لمحہ  ہے  بہت  بیکار  جئے  سو  سال  تو  کیا ,حبیب جالب,,
سکوں  کے  عوض  جو  بک  جائے  وہ  میری  نظر  میں  حسن  نہیں  اے  شمع  شبستان  دولت  تو  ہے  جو  پری  تمثال  تو  کیا ,حبیب جالب,,
ہر  پھول  کے  لب  پر  نام  مرا  چرچا  ہے  چمن  میں  عام  مرا  شہرت  کی  یہ  دولت  کیا  کم  ہے  گر  پاس  نہیں  ہے  مال  تو  کیا ,حبیب جالب,,
ہم  نے  جو  کیا  محسوس  کہا  جو  درد  ملا  ہنس  ہنس  کے  سہا  بھولے  گا  نہ  مستقبل  ہم  کو  نالاں  ہے  جو  ہم  سے  حال  تو  کیا ,حبیب جالب,,
ہم  اہل  محبت  پا  لیں  گے  اپنے  ہی  سہارے  منزل  کو  یاران  سیاست  نے  ہر  سو  پھیلائے  ہیں  رنگیں  جال  تو  کیا ,حبیب جالب,,
دنیائے  ادب  میں  اے  جالبؔ  اپنی  بھی  کوئی  پہچان  تو  ہو  اقبالؔ  کا  رنگ  اڑانے  سے  تو  بن  بھی  گیا  اقبالؔ  تو  کیا ,حبیب جالب,,
کراہتے  ہوئے  انسان  کی  صدا  ہم  ہیں  میں  سوچتا  ہوں  مری  جان  اور  کیا  ہم  ہیں ,حبیب جالب,,
جو  آج  تک  نہیں  پہنچی  خدا  کے  کانوں  تک  سر  دیار  ستم  آہ  نارسا  ہم  ہیں ,حبیب جالب,,
تباہیوں  کو  مقدر  سمجھ  کے  ہیں  خاموش  ہمارا  غم  نہ  کرو  درد  لا  دوا  ہم  ہیں ,حبیب جالب,,
کہاں  نگہ  سے  گزرتے  ہیں  دکھ  بھرے  دیہات  حسین  شہروں  کے  ہی  غم  میں  مبتلا  ہم  ہیں ,حبیب جالب,,
مہتاب  صفت  لوگ  یہاں  خاک  بسر  ہیں  ہم  محو  تماشائے  سر  راہ  گزر  ہیں ,حبیب جالب,,
حسرت  سی  برستی  ہے  در  و  بام  پہ  ہر  سو  روتی  ہوئی  گلیاں  ہیں  سسکتے  ہوئے  گھر  ہیں ,حبیب جالب,,
آئے  تھے  یہاں  جن  کے  تصور  کے  سہارے  وہ  چاند  وہ  سورج  وہ  شب  و  روز  کدھر  ہیں ,حبیب جالب,,
سوئے  ہو  گھنی  زلف  کے  سائے  میں  ابھی  تک  اے  راہرواں  کیا  یہی  انداز  سفر  ہیں ,حبیب جالب,,
وہ  لوگ  قدم  جن  کے  لیے  کاہکشاں  نے  وہ  لوگ  بھی  اے  ہم  نفسو  ہم  سے  بشر  ہیں ,حبیب جالب,,
بک  جائیں  جو  ہر  شخص  کے  ہاتھوں  سر  بازار  ہم  یوسف  کنعاں  ہیں  نہ  ہم  لعل  و  گہر  ہیں ,حبیب جالب,,
ہم  لوگ  ملیں  گے  تو  محبت  سے  ملیں  گے  ہم  نزہت  مہتاب  ہیں  ہم  نور  سحر  ہیں ,حبیب جالب,,
گھر  کے  زنداں  سے  اسے  فرصت  ملے  تو  آئے  بھی  جاں  فزا  باتوں  سے  آ  کے  میرا  دل  بہلائے  بھی ,حبیب جالب,,
لگ  کے  زنداں  کی  سلاخوں  سے  مجھے  وہ  دیکھ  لے  کوئی  یہ  پیغام  میرا  اس  تلک  پہنچائے  بھی ,حبیب جالب,,
ایک  چہرے  کو  ترستی  ہیں  نگاہیں  صبح  و  شام  ضو  فشاں  خورشید  بھی  ہے  چاندنی  کے  سائے  بھی ,حبیب جالب,,
سسکیاں  لیتی  ہوائیں  پھر  رہی  ہیں  دیر  سے  آنسوؤں  کی  رت  مرے  اب  گلستاں  سے  جائے  بھی ,حبیب جالب,,
روز  ہنستا  ہے  صلیبوں  سے  ادھر  ماہ  منیر  اس  کے  پیچھے  کون  ہے  وہ  چھب  مجھے  دکھلائے  بھی ,حبیب جالب,,
تیری  آنکھوں  کا  عجب  طرفہ  سماں  دیکھا  ہے  ایک  عالم  تری  جانب  نگراں  دیکھا  ہے ,حبیب جالب,,
کتنے  انوار  سمٹ  آئے  ہیں  ان  آنکھوں  میں  اک  تبسم  ترے  ہونٹوں  پہ  رواں  دیکھا  ہے ,حبیب جالب,,
ہم  کو  آوارہ  و  بے  کار  سمجھنے  والو  تم  نے  کب  اس  بت  کافر  کو  جواں  دیکھا  ہے ,حبیب جالب,,
صحن  گلشن  میں  کہ  انجم  کی  طرب  گاہوں  میں  تم  کو  دیکھا  ہے  کہیں  جانے  کہاں  دیکھا  ہے ,حبیب جالب,,
وہی  آوارہ  و  دیوانہ  و  آشفتہ  مزاج  ہم  نے  جالبؔ  کو  سر  کوئے  بتاں  دیکھا  ہے ,حبیب جالب,,
کیسے  کہیں  کہ  یاد  یار  رات  جا  چکی  بہت  رات  بھی  اپنے  ساتھ  ساتھ  آنسو  بہا  چکی  بہت ,حبیب جالب,,
چاند  بھی  ہے  تھکا  تھکا  تارے  بھی  ہیں  بجھے  بجھے  ترے  ملن  کی  آس  پھر  دیپ  جلا  چکی  بہت ,حبیب جالب,,
آنے  لگی  ہے  یہ  صدا  دور  نہیں  ہے  شہر  گل  دنیا  ہماری  راہ  میں  کانٹے  بچھا  چکی  بہت ,حبیب جالب,,
کھلنے  کو  ہے  قفس  کا  در  پانے  کو  ہے  سکوں  نظر  اے  دل  زار  شام  غم  ہم  کو  رلا  چکی  بہت ,حبیب جالب,,
اپنی  قیادتوں  میں  اب  ڈھونڈیں  گے  لوگ  منزلیں  راہزنوں  کی  رہبری  راہ  دکھا  چکی  بہت ,حبیب جالب,,
شہر  ویراں  اداس  ہیں  گلیاں  رہ  گزاروں  سے  اٹھ  رہا  ہے  دھواں ,حبیب جالب,,
آتش  غم  میں  جل  رہے  ہیں  دیار  گرد  آلود  ہے  رخ  دوراں ,حبیب جالب,,
بستیوں  پر  غموں  کی  یورش  ہے  قریہ  قریہ  ہے  وقف  آہ  و  فغاں ,حبیب جالب,,
صبح  بے  نور  شام  بے  مایہ  لٹ  گئی  دولت  نگاہ  کہاں ,حبیب جالب,,
پھر  رہے  ہیں  طیور  آوارہ  برق  ہر  شاخ  پر  ہے  شعلہ  فشاں ,حبیب جالب,,
میری  تنہائیوں  پہ  صورت  شمع  رو  رہا  ہے  الم  نصیب  سماں ,حبیب جالب,,
میرے  شانوں  سے  تیری  زلفوں  تک  فاصلہ  عمر  کا  ہے  میری  جاں ,حبیب جالب,,
غالبؔ  و  یگانہؔ  سے  لوگ  بھی  تھے  جب  تنہا  ہم  سے  طے  نہ  ہوگی  کیا  منزل  ادب  تنہا ,حبیب جالب,,
فکر  انجمن  کس  کو  کیسی  انجمن  پیارے  اپنا  اپنا  غم  سب  کا  سوچیے  تو  سب  تنہا ,حبیب جالب,,
سن  رکھو  زمانے  کی  کل  زبان  پر  ہوگی  ہم  جو  بات  کرتے  ہیں  آج  زیر  لب  تنہا ,حبیب جالب,,
اپنی  رہنمائی  میں  کی  ہے  زندگی  ہم  نے  ساتھ  کون  تھا  پہلے  ہو  گئے  جو  اب  تنہا ,حبیب جالب,,
مہر  و  ماہ  کی  صورت  مسکرا  کے  گزرے  ہیں  خاکدان  تیرہ  سے  ہم  بھی  روز  و  شب  تنہا ,حبیب جالب,,
کتنے  لوگ  آ  بیٹھے  پاس  مہرباں  ہو  کر  ہم  نے  خود  کو  پایا  ہے  تھوڑی  دیر  جب  تنہا ,حبیب جالب,,
یاد  بھی  ہے  ساتھ  ان  کی  اور  غم  زمانہ  بھی  زندگی  میں  اے  جالبؔ  ہم  ہوئے  ہیں  کب  تنہا ,حبیب جالب,,
کتنا  سکوت  ہے  رسن  و  دار  کی  طرف  آتا  ہے  کون  جرأت  اظہار  کی  طرف ,حبیب جالب,,
دشت  وفا  میں  آبلہ  پا  کوئی  اب  نہیں  سب  جا  رہے  ہیں  سایۂ  دیوار  کی  طرف ,حبیب جالب,,
قصر  شہی  سے  کہتے  ہیں  نکلے  گا  مہر  نو  اہل  خرد  ہیں  اس  لیے  سرکار  کی  طرف ,حبیب جالب,,
وتنام  و  کوریا  سے  عدو  کو  نکال  لیں  آئیں  گے  لوٹ  کر  لب  و  رخسار  کی  طرف ,حبیب جالب,,
باقی  جہاں  میں  رہ  گیا  غالبؔ  کا  نام  ہی  ہر  چند  اک  ہجوم  تھا  اغیار  کی  طرف ,حبیب جالب,,
جہاں  ہیں  محبوس  اب  بھی  ہم  وہ  حرم  سرائیں  نہیں  رہیں  گی  لرزتے  ہونٹوں  پہ  اب  ہمارے  فقط  دعائیں  نہیں  رہیں  گی ,حبیب جالب,,
غصب  شدہ  حق  پہ  چپ  نہ  رہنا  ہمارا  منشور  ہو  گیا  ہے  اٹھے  گا  اب  شور  ہر  ستم  پر  دبی  صدائیں  نہیں  رہیں  گی ,حبیب جالب,,
ہمارے  عزم  جواں  کے  آگے  ہمارے  سیل  رواں  کے  آگے  پرانے  ظالم  نہیں  ٹکیں  گے  نئی  بلائیں  نہیں  رہیں  گی ,حبیب جالب,,
یہ  قتل  گاہیں  یہ  عدل  گاہیں  انہیں  بھلا  کس  طرح  سراہیں  غلام  عادل  نہیں  رہیں  گے  غلط  سزائیں  نہیں  رہیں  گی ,حبیب جالب,,
بنے  ہیں  جو  خادمان  ملت  وہ  کرنا  سیکھیں  ہماری  عزت  وگرنہ  ان  کے  تنوں  پہ  بھی  یہ  سجی  قبائیں  نہیں  رہیں  گی ,حبیب جالب,,
دیار  داغؔ  و  بیخودؔ  شہر  دہلی  چھوڑ  کر  تجھ  کو  نہ  تھا  معلوم  یوں  روئے  گا  دل  شام  و  سحر  تجھ  کو ,حبیب جالب,,
کہاں  ملتے  ہیں  دنیا  کو  کہاں  ملتے  ہیں  دنیا  میں  ہوئے  تھے  جو  عطا  اہل  سخن  اہل  نظر  تجھ  کو ,حبیب جالب,,
تجھے  مرکز  کہا  جاتا  تھا  دنیا  کی  نگاہوں  کا  محبت  کی  نظر  سے  دیکھتے  تھے  سب  نگر  تجھ  کو ,حبیب جالب,,
بقول  میرؔ  اوراق  مصور  تھے  ترے  کوچے  مگر  ہائے  زمانے  کی  لگی  کیسی  نظر  تجھ  کو ,حبیب جالب,,
نہ  بھولے  گا  ہماری  داستاں  تو  بھی  قیامت  تک  دلائیں  گے  ہماری  یاد  تیرے  رہ  گزر  تجھ  کو ,حبیب جالب,,
جو  تیرے  غم  میں  بہتا  ہے  وہ  آنسو  رشک  گوہر  ہے  سمجھتے  ہیں  متاع  دیدہ  و  دل  دیدہ  ور  تجھ  کو ,حبیب جالب,,
میں  جالبؔ  دہلوی  کہلا  نہیں  سکتا  زمانے  میں  مگر  سمجھا  ہے  میں  نے  آج  تک  اپنا  ہی  گھر  تجھ  کو ,حبیب جالب,,
ہر  گام  پر  تھے  شمس  و  قمر  اس  دیار  میں  کتنے  حسیں  تھے  شام  و  سحر  اس  دیار  میں ,حبیب جالب,,
وہ  باغ  وہ  بہار  وہ  دریا  وہ  سبزہ  زار  نشوں  سے  کھیلتی  تھی  نظر  اس  دیار  میں ,حبیب جالب,,
آسان  تھا  سفر  کہ  ہر  اک  راہ  گزر  پر  ملتے  تھے  سایہ  دار  شجر  اس  دیار  میں ,حبیب جالب,,
ہر  چند  تھی  وہاں  بھی  خزاں  کی  اداس  دھوپ  دل  پر  نہیں  تھا  غم  کا  اثر  اس  دیار  میں ,حبیب جالب,,
محسوس  ہو  رہا  تھا  ستارے  ہیں  گرد  راہ  ہم  تھے  ہزار  خاک  بسر  اس  دیار  میں ,حبیب جالب,,
جالبؔ  یہاں  تو  بات  گریباں  تک  آ  گئی  رکھتے  تھے  صرف  چاک  جگر  اس  دیار  میں ,حبیب جالب,,
ماورائے  جہاں  سے  آئے  ہیں  آج  ہم  خمستاں  سے  آئے  ہیں ,حبیب جالب,,
اس  قدر  بے  رخی  سے  بات  نہ  کر  دیکھ  تو  ہم  کہاں  سے  آئے  ہیں ,حبیب جالب,,
ہم  سے  پوچھو  چمن  پہ  کیا  گزری  ہم  گزر  کر  خزاں  سے  آئے  ہیں ,حبیب جالب,,
راستے  کھو  گئے  ضیاؤں  میں  یہ  ستارے  کہاں  سے  آئے  ہیں ,حبیب جالب,,
اس  قدر  تو  برا  نہیں  جالبؔ  مل  کے  ہم  اس  جواں  سے  آئے  ہیں ,حبیب جالب,,
